Item Identifier,Item Fat Content,Item Type,Outlet Identifier,Outlet Size,Outlet Location Type,Outlet Type,Outlet Establishment Year
NCN06,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
DRF15,LF,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
NCX05,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
FDM21,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCG54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDD26,Regular,Canned,OUT045,-,Tier 2,Supermarket Type1,2002
FDU23,Low Fat,Breads,OUT035,Small,Tier 2,Supermarket Type1,2004
FDO37,Low Fat,Breakfast,OUT045,-,Tier 2,Supermarket Type1,2002
FDP19,LF,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDT13,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDY07,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRI47,Low Fat,Hard Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCW42,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985
NCQ50,LF,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDQ09,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDI20,LF,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCP05,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDH02,Regular,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
FDH45,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
DRG49,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998
FDA37,Regular,Canned,OUT035,Small,Tier 2,Supermarket Type1,2004
FDS13,Low Fat,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
NCW42,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDK15,Low Fat,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDX51,Regular,Meat,OUT046,Small,Tier 1,Supermarket Type1,1997
FDJ20,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
DRK59,Low Fat,Hard Drinks,OUT017,-,Tier 2,Supermarket Type1,2007
FDL45,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDH41,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDD05,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDZ39,Regular,Meat,OUT045,-,Tier 2,Supermarket Type1,2002
FDY35,Regular,Breads,OUT019,Small,Tier 1,Grocery Store,1985
NCE06,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDE57,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDD33,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDQ10,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDN15,Low Fat,Meat,OUT013,High,Tier 3,Supermarket Type1,1987
FDS50,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX21,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDL58,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDK09,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDS08,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDE20,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDF04,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDA50,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDX08,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDD05,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDG41,Regular,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDU39,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCQ43,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1,1997
NCY42,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDF26,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDC20,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDX14,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
DRC49,LF,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDM40,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDE10,Regular,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
NCU17,Low Fat,Health and Hygiene,OUT045,-,Tier 2,Supermarket Type1,2002
FDB36,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRF13,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDL13,Regular,Breakfast,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCH55,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCF18,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDC09,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDV09,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDV09,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDU16,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDD26,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
NCA29,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDZ26,Regular,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDT56,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDF22,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDH21,Low Fat,Seafood,OUT045,-,Tier 2,Supermarket Type1,2002
FDD44,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDS56,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDF21,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDM44,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRK01,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDO22,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDP57,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
DRF49,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985
DRK11,low fat,Hard Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDT51,Regular,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDE58,LF,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDT23,reg,Breads,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCT42,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDJ41,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCF42,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDA19,LF,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDW09,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCO14,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDO39,Regular,Meat,OUT045,-,Tier 2,Supermarket Type1,2002
FDR45,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDA15,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998
FDY13,Low Fat,Canned,OUT013,High,Tier 3,Supermarket Type1,1987
FDY31,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCS29,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDJ52,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCX41,Low Fat,Health and Hygiene,OUT045,-,Tier 2,Supermarket Type1,2002
FDQ36,Regular,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
FDV35,Low Fat,Breads,OUT035,Small,Tier 2,Supermarket Type1,2004
FDE02,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDA34,Low Fat,Starchy Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCL42,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDE14,Regular,Canned,OUT045,-,Tier 2,Supermarket Type1,2002
DRD25,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRF01,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDF39,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDP01,Regular,Breakfast,OUT035,Small,Tier 2,Supermarket Type1,2004
FDB10,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDY14,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1,2004
FDR57,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCH29,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDJ45,low fat,Seafood,OUT045,-,Tier 2,Supermarket Type1,2002
FDZ48,Low Fat,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDV44,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDR01,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985
FDZ57,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDI08,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRA24,Regular,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1,2004
FDS39,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCL31,Low Fat,Others,OUT013,High,Tier 3,Supermarket Type1,1987
FDD34,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDC34,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCK05,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
FDB32,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDC03,Regular,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDO19,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDZ28,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
FDK28,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
NCU30,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDV57,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDB02,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDD52,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDN34,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDB50,Low Fat,Canned,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDS55,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDR21,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCD07,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDO11,Regular,Breads,OUT010,-,Tier 3,Grocery Store,1998
NCC54,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDV35,Low Fat,Breads,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCU29,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
NCZ53,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998
DRE03,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998
FDZ09,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998
FDE40,Regular,Dairy,OUT045,-,Tier 2,Supermarket Type1,2002
NCS18,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDX24,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDS34,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCS53,Low Fat,Health and Hygiene,OUT045,-,Tier 2,Supermarket Type1,2002
FDH38,Low Fat,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRM35,LF,Hard Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
DRI25,Low Fat,Soft Drinks,OUT013,High,Tier 3,Supermarket Type1,1987
NCP06,LF,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDT02,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
NCP14,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
NCD43,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985
FDP20,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDK04,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
FDQ15,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998
FDE11,Regular,Starchy Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDN01,Low Fat,Breakfast,OUT019,Small,Tier 1,Grocery Store,1985
FDC29,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDC48,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
DRF27,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1,2004
NCB55,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
NCX30,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
DRN36,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDP08,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
NCD31,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDK45,Low Fat,Seafood,OUT017,-,Tier 2,Supermarket Type1,2007
DRE49,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDU52,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDD53,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
FDF11,Regular,Starchy Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCR30,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985
FDD03,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDF09,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDS33,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDK03,Regular,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDD29,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDD02,Low Fat,Canned,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDF29,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDP59,Regular,Breads,OUT046,Small,Tier 1,Supermarket Type1,1997
NCN17,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1,2004
NCM55,Low Fat,Others,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDD39,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDS02,Regular,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDN16,Regular,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDM21,LF,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDJ04,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDT50,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDM27,Regular,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDT19,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDQ39,Low Fat,Meat,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCU30,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
FDY27,LF,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDW14,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDJ21,Regular,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDX47,Regular,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDK56,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
NCN05,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1,2004
FDC26,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDT14,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDS36,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDR48,Low Fat,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998
FDM04,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDZ37,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDE46,Low Fat,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
NCQ53,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
NCN42,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRH11,Low Fat,Hard Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCI42,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDT07,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
DRL60,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDG20,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDF56,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDV33,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCF31,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDD59,Regular,Starchy Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDQ52,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDP09,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDK24,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCA18,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
NCE07,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDM45,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDQ32,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDI34,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDE14,Regular,Canned,OUT013,High,Tier 3,Supermarket Type1,1987
DRF37,Low Fat,Soft Drinks,OUT017,-,Tier 2,Supermarket Type1,2007
FDW44,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDC59,Regular,Starchy Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCI29,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998
FDV38,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDZ49,Regular,Canned,OUT013,High,Tier 3,Supermarket Type1,1987
DRD49,Low Fat,Soft Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
FDA02,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX20,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDS24,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDI58,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDQ60,Regular,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985
FDJ27,Regular,Meat,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDV27,Regular,Meat,OUT017,-,Tier 2,Supermarket Type1,2007
NCL41,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
NCP29,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
FDC45,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDN33,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
DRC01,Regular,Soft Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
FDL57,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCF42,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
FDG50,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDH22,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDO36,Low Fat,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDY04,Regular,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDZ09,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDH28,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDN32,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRJ37,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDE57,Low Fat,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDG05,Regular,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDI09,Regular,Seafood,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRD12,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDD02,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998
FDI36,Regular,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1,1997
DRK39,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDH44,reg,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDS56,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRJ59,Low Fat,Hard Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
NCA30,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
FDF17,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCX18,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
NCO53,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDT23,reg,Breads,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCJ19,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1,1997
FDI05,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
NCJ19,Low Fat,Others,OUT010,-,Tier 3,Grocery Store,1998
NCS29,LF,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCC06,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDJ12,Regular,Baking Goods,OUT017,-,Tier 2,Supermarket Type1,2007
FDW48,Low Fat,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDX32,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDH02,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDD16,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDR09,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDB32,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDP11,Low Fat,Breads,OUT013,High,Tier 3,Supermarket Type1,1987
FDG09,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDF21,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
NCJ19,Low Fat,Others,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDY03,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998
FDK58,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDC26,Low Fat,Canned,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDN15,Low Fat,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRH11,Low Fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCK17,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
DRC01,Regular,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDD03,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1,2004
NCY17,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRY23,Regular,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDT50,Regular,Dairy,OUT035,Small,Tier 2,Supermarket Type1,2004
FDC38,Low Fat,Canned,OUT013,High,Tier 3,Supermarket Type1,1987
NCN06,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
FDP56,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDW34,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDU07,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
NCO55,LF,Others,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDL16,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDT59,Low Fat,Breads,OUT045,-,Tier 2,Supermarket Type1,2002
DRF01,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCS06,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDY13,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store,1985
DRF36,Low Fat,Soft Drinks,OUT010,-,Tier 3,Grocery Store,1998
FDV10,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDE09,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDC20,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDI58,Regular,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDI56,Low Fat,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
NCI17,low fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCE19,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDA26,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDR01,Regular,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDC32,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDF11,Regular,Starchy Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDH46,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDY33,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
